RTTFC,5022964,53.74693,-4.38072,29750,-960,0,269.48,330.00,RYR3FR,B738,EI-DPP,STN,DUB,1648671967.4,X2,FR293,adsb_icao,28650,245,380,0.652,0.0,-0.2,279.67,278.33,-992,none,A3,1013.6,18016,8000,279.14,,0.1,-11.9,322,74,-49,-30,1,73656
RTTFC,4768307,51.39307,-2.89513,7475,2944,0,342.33,214.10,RYR2Q,B738,SP-RSU,BRS,,1648671967.1,X2,RYR2Q,adsb_icao,7275,212,234,0.368,2.5,28.0,345.76,345.29,2976,none,A3,1013.6,10016,35008,80.86,,0.0,-6.7,9,22,-1,-1,1,110127
RTTFC,4459660,51.62054,-0.13607,8775,-1024,0,265.62,235.70,AUA4AB,A321,OE-LBA,VIE,LHR,1648671967.3,X2,OS457,adsb_icao,8475,220,246,0.392,0.1,2.1,269.65,270.11,-1056,none,A3,1012.8,8000,-1,270.00,,0.0,-9.1,333,24,-15,-7,1,92595
RTTFC,4741236,55.11868,2.65934,36000,64,0,294.93,391.50,KLM1451,E75L,PH-EXX,AMS,ABZ,1648671967.5,X2,KL1451,adsb_icao,34225,247,430,0.748,-0.0,-0.2,297.25,298.39,96,none,A3,1013.6,36000,36000,-1.00,autopilot|vnav|tcas,0.0,-18.0,329,46,-56,-31,1,83185
RTTFC,4221073,52.72106,-6.77174,38000,0,0,287.83,447.50,BAW99,B788,G-ZBJD,LHR,YYZ,1648671967.5,X2,BA99,adsb_icao,37075,269,482,0.844,0.0,-0.2,294.79,292.68,-64,none,A5,1012.8,38016,-1,293.20,autopilot|vnav|lnav|tcas,0.0,-7.0,339,52,-58,-28,1,145413
RTTFC,4224813,54.37990,-5.24447,20150,-2176,0,280.76,305.40,EZY893F,A20N,G-UZHX,LGW,BFS,1648671967.3,X2,U2839,adsb_icao,19400,264,346,0.576,0.0,0.0,287.93,286.16,-2176,none,A3,1012.8,8000,-1,-1.00,,0.0,-10.2,321,51,-36,-20,1,149004
RTTFC,3772904,53.22821,-2.52497,3775,-896,0,21.53,193.50,AFR62GQ,A320,F-HEPI,CDG,MAN,1648671967.4,X2,AF1268,adsb_icao,3775,213,218,0.344,1.7,16.0,25.14,24.58,-832,none,A3,1010.4,3008,-1,16.88,,0.0,-6.2,64,33,-1,-1,1,279066
RTTFC,4225103,54.66196,-6.20842,0,0,1,0.00,0.00,RVR999A,PC12,G-LUSO,,,1648671965.5,X2,RVR999A,adsb_icao,-1,-1,-1,-1.000,-1.0,-1.0,-1.00,61.88,-1,none,A1,-1.0,-1,-1,-1.00,,0.6,-6.7,-1,-1,-1,-1,1,148709
RTTFC,7569495,51.46939,-0.44413,0,0,1,0.00,0.00,ELY317,B739,4X-EHI,TLV,LHR,1648671948.0,X2,LY317,adsb_icao,-1,-1,-1,-1.000,-1.0,-1.0,-1.00,90.00,-1,none,A3,-1.0,-1,-1,-1.00,,19.5,-11.5,-1,-1,-1,-1,1,290220
RTTFC,5024949,51.48561,-0.82970,4150,-704,0,121.26,196.50,SZS1527,A20N,EI-SIB,ARN,LHR,1648671967.3,X2,SK1527,adsb_icao,3975,180,188,0.292,0.3,1.1,119.00,119.24,-704,none,A3,1006.4,3008,-1,120.23,,0.0,-10.4,339,11,-1,-1,1,75359
RTTFC,4441845,53.53093,1.01882,19000,-32,0,277.69,313.80,TARTN39,A332,ZZ332,BZZ,,1648671967.3,X2,TARTN39,adsb_icao,18200,281,362,0.600,-0.0,0.0,277.91,278.60,0,none,A5,1013.6,19008,-1,277.73,,0.0,-9.7,284,48,-33,-16,1,74870
RTTFC,5031173,52.82731,-1.34485,0,0,1,0.00,14.20,DHK2877,B734,TF-BBK,ABZ,EMA,1648671966.7,X2,D02877,adsb_icao,-1,-1,-1,-1.000,-1.0,-1.0,-1.00,177.19,-1,none,A3,-1.0,-1,-1,-1.00,,0.8,-11.4,-1,-1,-1,-1,1,81280
RTTFC,5022212,53.26007,-7.16155,5025,0,0,11.25,172.00,IRL258,LJ45,258,,,1648671964.1,X2,IRL258,mlat,-1,185,194,0.308,-1.5,-14.2,18.81,16.47,-1,,,1012.2,5008,-1,-1.00,,0.2,-10.2,51,28,-1,-1,1,72488
RTTFC,5023079,52.23124,-5.61472,38000,0,0,284.07,403.10,RYR62PV,B738,EI-DWB,STN,SNN,1648671967.5,X2,FR310,adsb_icao,36950,242,440,0.768,0.0,-0.2,291.97,290.38,0,none,A3,1013.6,38016,38000,291.80,,0.0,-12.4,339,59,-57,-31,1,73859
RTTFC,5046549,51.90830,0.26993,2375,1664,0,45.50,161.20,CLX82N,B744,LX-ECV,STN,LUX,1648671967.3,X2,CLX82N,adsb_icao,2250,171,174,0.264,0.0,0.4,42.19,42.76,3104,none,A5,1006.4,4000,4000,42.19,,0.0,-9.5,-1,-1,-1,-1,1,96848
RTTFC,3753197,52.45280,-1.73710,0,0,1,146.00,6.00,AFR65SX,A319,F-GRHN,CDG,BHX,1648671960.0,F,AF1564,adsb_other,-1,-1,-1,-1.000,-1.0,-1.0,-1.00,-1.00,-1,null,null,-1.0,-1,-1,-1.00,null,-1.0,-1.0,-1,-1,-1,-1,1,259297
